query_id,query_text,retriever,rank,chunk_id,text,score,is_relevant
q017,refactor large data transformation functions into smaller steps,sparse,2,cc_knowledge_book.pdf:p72_c2,"with care. It should be very clear to the reader that this is an event. Choose names and contexts carefully. Try to avoid any monadic functions that don’t follow these forms, for example, void includeSetupPageInto(StringBuffer pageText). Using an output argument instead of a return value for a transformation is confusing. If a function is going to transform its input argument, the transformation should appear as the return value. Indeed, StringBuffer transform(StringBuffer in) is better than void transform-(StringBuffer out), even if the implementation in the ﬁrst case simply returns the input argument. At least it still follows the form of a transformation. Flag Arguments Flag arguments are ugly. Passing a boolean into a function is a truly terrible practice. It immediately complicates the signature of the method, loudly proclaiming that this function does more than one thing. It does one thing if the ﬂag is true and another if the ﬂag is false! In Listing 3-7 we had no choice because the callers were already passing that ﬂag in, and I wanted to limit the scope of refactoring to the function and below. Still, the method call render(true) is just plain confusing to a poor reader. Mousing over the call and seeing render(boolean isSuite) helps a little, but not that much. We should have split the function into two: renderForSuite() and renderForSingleTest().",0.07176253,
q017,refactor large data transformation functions into smaller steps,sparse,3,cc_knowledge_book.pdf:p207_c1,"176 Chapter 12: Emergence But the most important way to be expressive is to try. All too often we get our code working and then move on to the next problem without giving sufﬁcient thought to making that code easy for the next person to read. Remember, the most likely next person to read the code will be you. So take a little pride in your workmanship. Spend a little time with each of your func- tions and classes. Choose better names, split large functions into smaller functions, and generally just take care of what you’ve created. Care is a precious resource. Minimal Classes and Methods Even concepts as fundamental as elimination of duplication, code expressiveness, and the SRP can be taken too far. In an effort to make our classes and methods small, we might create too many tiny classes and methods. So this rule suggests that we also keep our func- tion and class counts low. High class and method counts are sometimes the result of pointless dogmatism. Con- sider, for example, a coding standard that insists on creating an interface for each and every class. Or consider developers who insist that ﬁelds and behavior must always be sep- arated into data classes and behavior classes. Such dogma should be resisted and a more pragmatic approach adopted. Our goal is to keep our overall system small while we are also keeping our functions and classes small. Remember, however, that this rule is the lowest priority of the four rules of Simple Design. So, although it’ s important to keep class and function count low, it’ s more important to have tests, eliminate duplication, and express yourself. Conclusion Is there a set of simple practices that can replace experience? Clearly not.",0.07050924,
q017,refactor large data transformation functions into smaller steps,sparse,4,cc_knowledge_book.pdf:p67_c1,"36 Chapter 3: Functions So which is it? Is the function doing one thing or three things? Notice that the three steps of the function are one level of abstraction below the stated name of the function. We can describe the function by describing it as a brief TO 4 paragraph: TO RenderPageWithSetupsAndTeardowns, we check to see whether the page is a test page and if so, we include the setups and teardowns. In either case we render the page in HTML. If a function does only those steps that are one level below the stated name of the function, then the function is doing one thing. After all, the reason we write functions is to decompose a larger concept (in other words, the name of the function) into a set of steps at the next level of abstraction. It should be very clear that Listing 3-1 contains steps at many different levels of abstraction. So it is clearly doing more than one thing. Even Listing 3-2 has two levels of abstraction, as proved by our ability to shrink it down. But it would be very hard to mean- ingfully shrink Listing 3-3. We could extract the if statement into a function named includeSetupsAndTeardownsIfTestPage, but that simply restates the code without changing the level of abstraction. So, another way to know that a function is doing more than “one thing” is if you can extract another function from it with a name that is not merely a restatement of its imple- mentation [G34]. Sections within Functions Look at Listing 4-7 on page 71. Notice that the generatePrimes function is divided into sections such as declarations, initializations, and sieve. This is an obvious symptom of doing more than one thing. Functions that do one thing cannot be reasonably divided into sections.",0.0638829,
q017,refactor large data transformation functions into smaller steps,sparse,5,cc_knowledge_book.pdf:p353_c2,"equal to 2. This is a bit of a simpliﬁcation. However, for the purpose of this discussion, we can use this simplifying model. Calculating the Possible Orderings This comes from an email from Uncle Bob to Brett: With N steps and T threads there are T * N total steps. Prior to each step there is a context switch that chooses between the T threads. Each path can thus be represented as a string of digits denoting the context switches. Given steps A and B and threads 1 and 2, the six possible paths are 1122, 1212, 1221, 2112, 2121, and 2211. Or, in terms of steps it is A1B1A2B2, A1A2B1B2, A1A2B2B1, A2A1B1B2, A2A1B2B1, and A2B2A1B1. For three threads the sequence is 112233, 112323, 113223, 113232, 112233, 121233, 121323, 121332, 123132, 123123, . . . . One characteristic of these strings is that there must always be N instances of each T. So the string 111111 is invalid because it has six instances of 1 and zero instances of 2 and 3. NT() ! N!T--------------",0.060616992,
q018,design patterns to improve extensibility in ETL pipelines,sparse,1,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p505_c1,"Chapter 10. Design Patterns with First-Class Functions A NOTE FOR EARLY RELEASE READERS With Early Release ebooks, you get books in their earliest form—the author’s raw and unedited content as they write—so you can take advantage of these technologies long before the official release of these titles. This will be the 10th chapter of the final book. Please note that the GitHub repo will be made active later on. If you have comments about how we might improve the content and/or examples in this book, or if you notice missing material within this chapter, please reach out to the author at fluentpython2e@ramalho.org. Conformity to patterns is not a measure of goodness. —Ralph Johnson, Coauthor of the Design Patterns classic In software engineering, a design pattern is a general recipe for solving a common design problem. You don’t need to know design patterns to follow this chapter. I will explain the patterns used in the examples. The use of design patterns in programming was popularized by the landmark book Design Patterns: Elements of Reusable Object-Oriented Software (Addison-Wesley, 1995) by Erich Gamma, Richard Helm, Ralph Johnson & John Vlissides—a.k.a. “the Gang of Four.” The book is a catalog of 23 patterns consisting of arrangements of classes exemplified with code in C++, but assumed to be useful in other Object-Oriented languages as well. 1",0.2002512,
q018,design patterns to improve extensibility in ETL pipelines,sparse,2,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p530_c1,"SOAPBOX Python has first-class functions and first-class types, features that Norvig claims affect 10 of the 23 patterns (slide 10 of Design Patterns in Dynamic Languages). In the Chapter 9, we saw that Python also has generic functions (“Single Dispatch Generic Functions”), a limited form of the CLOS multimethods that Gamma et al. suggest as a simpler way to implement the classic Visitor pattern. Norvig, on the other hand, says that multimethods simplify the Builder pattern (slide 10). Matching design patterns to language features is not an exact science. In classrooms around the world, design patterns are frequently taught using Java examples. I’ve heard more than one student claim that they were led to believe that the original design patterns are useful in any implementation language. It turns out that the “classic” 23 patterns from the Gamma et al. book apply to “classic” Java very well in spite of being originally presented mostly in the context of C++—a few have Smalltalk examples in the book. But that does not mean every one of those patterns applies equally well in any language. The authors are explicit right at the beginning of their book that “some of our patterns are supported directly by the less common object-oriented languages” (recall full quote on first page of this chapter). The Python bibliography about design patterns is very thin, compared to that of Java, C++, or Ruby. In “Further Reading” I mentioned Learning Python Design Patterns by Gennadiy Zlobin, which was published as recently as November 2013. In contrast, Russ Olsen’s Design Patterns in Ruby was published in 2007 and has 384 pages— 284 more than Zlobin’s work. Now that Python is becoming increasingly popular in academia, let’s hope more will be written about design patterns in the context of this language.",0.20024309,
q018,design patterns to improve extensibility in ETL pipelines,sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p528_c1,"On the general topic of design patterns, the choice of readings for the Python programmer is not as broad as what is available to other language communities. Learning Python Design Patterns, by Gennadiy Zlobin (Packt), is the only book that I have seen entirely devoted to patterns in Python. But Zlobin’s work is quite short (100 pages) and covers eight of the original 23 design patterns. Expert Python Programming by Tarek Ziadé (Packt) is one of the best intermediate-level Python books in the market, and its final chapter, “Useful Design Patterns,” presents several of the classic patterns from a Pythonic perspective. Alex Martelli has given several talks about Python Design Patterns. There is a video of his EuroPython 2011 presentation and a set of slides on his personal website. I’ve found different slide decks and videos over the years, of varying lengths, so it is worthwhile to do a thorough search for his name with the words “Python Design Patterns.” A publisher told me Martelli is working on a book about this subject. I will certainly get it when it comes out. There are many books about design patterns in the context of Java, but among them the one I like most is Head First Design Patterns, Second Edition by Eric Freeman & Elisabeth Robson (O’Reilly). It explains 16 of the 23 classic patterns. If you like the wacky style of the Head First series and need an introduction to this topic, you will love that work. It is Java- centric, but the Second Edition was uptaded to reflect the addition of first- class functions in Java, making some of the examples closer to code we’d write in Python.",0.18364286,
q018,design patterns to improve extensibility in ETL pipelines,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p529_c1,"In Design Patterns in Dynamic Languages (slides), Peter Norvig shows how first-class functions (and other dynamic features) make several of the original design patterns either simpler or unnecessary. The Introduction of the original Design Patterns book by Gamma et al. is worth the price of the book—more than the catalog of 23 patterns which includes recipes ranging from very important to rarely useful. The widely quoted design principles “Program to an interface, not an implementation” and “Favor object composition over class inheritance” both come from that Introduction. The application of patterns to design originated with the architect Christopher Alexander, presented in the book A Pattern Language ( Oxford University Press, 1977). Alexander’s idea is to create a standard vocabulary allowing teams to share common design decisions while designing buildings. M. J. Dominus wrote “Design Patterns” Aren’t: an intriguing slide deck and postscript text arguing that Alexander’s original vision of patterns is more profound, more human, and also applicable to software engineering.",0.17994371,
q018,design patterns to improve extensibility in ETL pipelines,sparse,5,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p506_c1,"Although design patterns are language-independent, that does not mean every pattern applies to every language. For example, Chapter 17 will show that it doesn’t make sense to emulate the recipe of the Iterator pattern in Python, because the pattern is embedded in the language and ready to use in in the form of generators—which don’t need classes to work, and require less code than the classic recipe. The authors of Design Patterns acknowledge in their Introduction that the implementation language determines which patterns are relevant: The choice of programming language is important because it influences one’s point of view. Our patterns assume Smalltalk/C++-level language features, and that choice determines what can and cannot be implemented easily. If we assumed procedural languages, we might have included design patterns called “Inheritance,” “Encapsulation,” and “Polymorphism.” Similarly, some of our patterns are supported directly by the less common object-oriented languages. CLOS has multi-methods, for example, which lessen the need for a pattern such as Visitor. In his 1996 presentation, “Design Patterns in Dynamic Languages”, Peter Norvig states that 16 out of the 23 patterns in the original Design Patterns book become either “invisible or simpler” in a dynamic language (slide 9). He was talking about the Lisp and Dylan languages, but many of the relevant dynamic features are also present in Python. In particular, in the context of languages with first-class functions, Norvig suggests rethinking the classic patterns known as Strategy, Command, Template Method, and Visitor. The goal of this chapter is to show how—in some cases—functions can do the same work as classes, with code that is shorter and easier to read. We will refactor an implementation of Strategy using functions as objects, removing a lot of boilerplate code. We’ll also discuss a similar approach to simplifying the Command pattern.",0.14152013,
q019,how to reduce dependency on global variables in python scripts,sparse,1,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p597_c1,"Figure 12-1. Reducing functions—reduce, sum, any, all—produce a single aggregate result from a sequence or from any finite iterable object. So far we’ve seen that functools.reduce() can be replaced by sum(), but now let’s properly explain how it works. The key idea is to reduce a series of values to a single value. The first argument to reduce() is a two-argument function, and the second argument is an iterable. Let’s say we have a two-argument function fn and a list lst. When you call reduce(fn, lst), fn will be applied to the first pair of elements—fn(lst[0], lst[1])—producing a first result, r1. Then fn is applied to r1 and the next element—fn(r1, lst[2])— producing a second result, r2. Now fn(r2, lst[3]) is called to produce r3 … and so on until the last element, when a single result, rN, is returned. Here is how you could use reduce to compute 5! (the factorial of 5): >>> 2 * 3 * 4 * 5 # the result we want: 5! == 120 120 >>> import functools >>> functools.reduce(lambda a,b: a*b, range(1, 6)) 120",0.08663637,
q019,how to reduce dependency on global variables in python scripts,sparse,2,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p326_c1,"Let’s start by unlearning that a variable is like a box where you store data. Variables Are Not Boxes In 1997, I took a summer course on Java at MIT. The professor, Lynn Stein made the point that the usual “variables as boxes” metaphor actually hinders the understanding of reference variables in OO languages. Python variables are like reference variables in Java, a better metaphor is to think of variables as labels with names attached to objects. The next example and figure will help you understand why. Example 6-1 is a simple interaction that the “variables as boxes” idea cannot explain. Figure 6-1 illustrates why the box metaphor is wrong for Python, while sticky notes provide a helpful picture of how variables actually work. Example 6-1. Variables a and b hold references to the same list, not copies of the list >>> a = [1, 2, 3] >>> b = a >>> a.append(4) >>> b [1, 2, 3, 4] Create a list [1, 2, 3] and bind the variable a to it Bind the variable b to the same value that a is referencing. Modify the list referenced by a, by appending another item. You can see the effect via the b variable. If we think of b as box that stored a copy of the [1, 2, 3] from the a box, this behavior is makes no sense. 1",0.08549283,
q019,how to reduce dependency on global variables in python scripts,sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p367_c1,"Example 7-6. Sum of integers up to 99 performed with reduce and sum >>> from functools import reduce >>> from operator import add >>> reduce(add, range(100)) 4950 >>> sum(range(100)) 4950 >>> Starting with Python 3.0, reduce is no longer a built-in. Import add to avoid creating a function just to add two numbers. Sum integers up to 99. Same task with sum—no need to import and call reduce and add. NOTE The common idea of sum and reduce is to apply some operation to successive items in a sequence, accumulating previous results, thus reducing a sequence of values to a single value. Other reducing built-ins are all and any: all(iterable) Returns True if there are no falsy elements in the iterable; all([]) returns True. any(iterable) Returns True if any element of the iterable is truthy; any([]) returns False. I give a fuller explanation of reduce in “Vector Take #4: Hashing and a Faster ==” where an ongoing example provides a meaningful context for",0.06961067,
q019,how to reduce dependency on global variables in python scripts,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p600_c1,"WARNING When using reduce, it’s good practice to provide the third argument, reduce(function, iterable, initializer), to prevent this exception: TypeError: reduce() of empty sequence with no initial value (excellent message: explains the problem and how to fix it). The initializer is the value returned if the sequence is empty and is used as the first argument in the reducing loop, so it should be the identity value of the operation. As examples, for +, |, ^ the initializer should be 0, but for *, & it should be 1. As implemented, the __hash__ method in Example 12-12 is a perfect example of a map-reduce computation (Figure 12-2).",0.06816895,
q019,how to reduce dependency on global variables in python scripts,sparse,5,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p1075_c1,"improvise other forms of flow control with combinations of IF and GOTO—which, again, allowed you to jump to any line of the program. After a few years of programming with jumps and global variables, I remember the struggle to rewire my brain for “structured programming” when I learned Pascal. Now I had to use flow control statements around blocks of code that have a single entry point. I couldn’t jump to any instruction I liked. Global variables were unavoidable in BASIC, but now they were taboo. I needed to rethink the flow of data and explicitly pass arguments to functions. The next challenge for me was learning Object Oriented Programming. At core, OOP is structured programming with more constraints and polymorphism. Information hiding forces yet another rethink of where data lives. I remember being frustrated more than once because I had to refactor my code so that a method I was writing could get information that was encapsulated in an object that my method could not reach. Functional programming languages add other constraints, but immutability is the hardest to swallow after decades of imperative programming and OOP. After we get used to these constraints, we see them as blessings. They make reasoning about the code much easier. Lack of constraints is the main problem with the threads-and-locks model of concurrent programming. When summarizing chapter 1 of Seven Concurrency Models in Seven Weeks, Paul Butcher wrote: The greatest weakness of the approach, however, is that threads-and- locks programming is hard. It may be easy for a language designer to add them to a language, but they provide us, the poor programmers, with very little help. Some examples of unconstrained behavior in that model: Threads can share access to arbitrary mutable data structures.",0.06694234,
q020,"refactoring methods that perform validation, transformation, and storage",sparse,1,cc_knowledge_book.pdf:p72_c2,"with care. It should be very clear to the reader that this is an event. Choose names and contexts carefully. Try to avoid any monadic functions that don’t follow these forms, for example, void includeSetupPageInto(StringBuffer pageText). Using an output argument instead of a return value for a transformation is confusing. If a function is going to transform its input argument, the transformation should appear as the return value. Indeed, StringBuffer transform(StringBuffer in) is better than void transform-(StringBuffer out), even if the implementation in the ﬁrst case simply returns the input argument. At least it still follows the form of a transformation. Flag Arguments Flag arguments are ugly. Passing a boolean into a function is a truly terrible practice. It immediately complicates the signature of the method, loudly proclaiming that this function does more than one thing. It does one thing if the ﬂag is true and another if the ﬂag is false! In Listing 3-7 we had no choice because the callers were already passing that ﬂag in, and I wanted to limit the scope of refactoring to the function and below. Still, the method call render(true) is just plain confusing to a poor reader. Mousing over the call and seeing render(boolean isSuite) helps a little, but not that much. We should have split the function into two: renderForSuite() and renderForSingleTest().",0.08321965,
q020,"refactoring methods that perform validation, transformation, and storage",sparse,2,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p1263_c1,"A class implementing the descriptor protocol. That’s Quantity in Figure 24-1. Managed class The class where the descriptor instances are declared as class attributes —LineItem in Figure 24-1. Descriptor instance Each instance of a descriptor class, declared as a class attribute of the managed class. In Figure 24-1, each descriptor instance is represented by a composition arrow with an underlined name (the underline means class attribute in UML). The black diamonds touch the LineItem class, which contains the descriptor instances. Managed instance One instance of the managed class. In this example, LineItem instances will be the managed instances (they are not shown in the class diagram). Storage attribute An attribute of the managed instance that will hold the value of a managed attribute for that particular instance. In Figure 24-1, the LineItem instance attributes weight and price will be the storage attributes. They are distinct from the descriptor instances, which are always class attributes. Managed attribute A public attribute in the managed class that will be handled by a descriptor instance, with values stored in storage attributes. In other words, a descriptor instance and a storage attribute provide the infrastructure for a managed attribute.",0.07025858,
q020,"refactoring methods that perform validation, transformation, and storage",sparse,3,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p1292_c1,"Chapter Summary The first example of this chapter was a continuation of the LineItem examples from Chapter 23. In Example 24-2, we replaced properties with descriptors. We saw that a descriptor is a class that provides instances that are deployed as attributes in the managed class. Discussing this mechanism required special terminology, introducing terms such as managed instance and storage attribute. In “LineItem Take #4: Automatic Storage Attribute Names”, we removed the requirement that Quantity descriptors were declared with an explicit storage_name, which was redundant and error-prone. The solution was to implement the __set_name__ special method in Quantity, to save the name of the managed property as self.storage_name. “LineItem Take #5: A New Descriptor Type” showed how to subclass an abstract descriptor class to share code while building specialized descriptors with some common functionality. We then looked at the different behavior of descriptors providing or omitting the __set__ method, making the crucial distinction between overriding and non-overriding descriptors, a.k.a. data and non-data descriptors. Through detailed testing we uncovered when descriptors are in control and when they are shadowed, bypassed, or overwritten. Following that, we studied a particular category of non-overriding descriptors: methods. Console experiments revealed how a function attached to a class becomes a method when accessed through an instance, by leveraging the descriptor protocol. To conclude the chapter, “Descriptor Usage Tips” presented practical tips, and “Descriptor docstring and Overriding Deletion” provided a brief look at how descriptor deletion and documentation work.",0.058454946,
q020,"refactoring methods that perform validation, transformation, and storage",sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p1260_c1,"Descriptors are a distinguishing feature of Python, deployed not only at the application level but also in the language infrastructure. Besides properties, other Python features that leverage descriptors are methods and the classmethod and staticmethod decorators. Understanding descriptors is key to Python mastery. This is what this chapter is about. What’s new in this chapter The Quantity descriptor example in “LineItem Take #4: Automatic Storage Attribute Names” was dramatically simplified thanks to the __set_name__ special method added to the descriptor protocol in Python 3.6. I removed the property factory example formerly in “LineItem Take #4: Automatic Storage Attribute Names” because it became irrelevant: the point was to show an alternative way of solving the Quantity problem, but with the addition of __set_name__ the descriptor solution becomes much simpler. The AutoStorage class that used to appear in “LineItem Take #5: A New Descriptor Type” is also gone because __set_name__ made it obsolete. Descriptor Example: Attribute Validation As we saw in “Coding a Property Factory”, a property factory is a way to avoid repetitive coding of getters and setters by applying functional programming patterns. A property factory is a higher-order function that creates a parameterized set of accessor functions and builds a custom property instance from them, with closures to hold settings like the storage_name. The object-oriented way of solving the same problem is a descriptor class. We’ll continue the series of LineItem examples where we left it, in “Coding a Property Factory”, by refactoring the quantity property",0.05196892,
q020,"refactoring methods that perform validation, transformation, and storage",sparse,5,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p179_c1,"code, their position depends on which element is added first. Adding elements to a set may change the order of existing elements. That’s because the algorithm becomes less efficient if the hash table is more than ⅔ full, so Python may need to move and resize the table as it grows. When this happens, elements are reinserted and and their relative ordering may change. See Internals of sets and dicts at fluentpython.com for details. Let’s now review the rich assortment of operations provided by sets. Set Operations Figure 3-2 gives an overview of the methods you can use on mutable and immutable sets. Many of them are special methods that overload operators such as & and >=. Table 3-2 shows the math set operators that have corresponding operators or methods in Python. Note that some operators and methods perform in-place changes on the target set (e.g., &=, difference_update, etc.). Such operations make no sense in the ideal world of mathematical sets, and are not implemented in frozenset. TIP The infix operators in Table 3-2 require that both operands be sets, but all other methods take one or more iterable arguments. For example, to produce the union of four collections, a, b, c, and d, you can call a.union(b, c, d), where a must be a set, but b, c, and d can be iterables of any type that produces hashable items. If you need to create a new set with the union of for iterables, instead of updating an existing set, you can write {*a, *b, *c, *d} since Python 3.5 thanks to PEP 448—Additional Unpacking Generalizations.",0.048597097,
q021,clean architecture guidelines for python backend services,sparse,1,cc_knowledge_book.pdf:p2_c1,Clean Code,0.1661142,
q021,clean architecture guidelines for python backend services,sparse,2,cc_knowledge_book.pdf:p155_c1,"124 Chapter 9: Unit Tests In a way they were right. Their testing effort had failed them. But it was their decision to allow the tests to be messy that was the seed of that failure. Had they kept their tests clean, their testing effort would not have failed. I can say this with some certainty because I have participated in, and coached, many teams who have been successful with clean unit tests. The moral of the story is simple: Test code is just as important as production code. It is not a second-class citizen. It requires thought, design, and care. It must be kept as clean as production code. Tests Enable the -ilities If you don’t keep your tests clean, you will lose them. And without them, you lose the very thing that keeps your production code ﬂexible. Y es, you read that correctly. It is unit tests that keep our code ﬂexible, maintainable, and reusable. The reason is simple. If you have tests, you do not fear making changes to the code! Without tests every change is a possible bug. No matter how ﬂexible your architecture is, no matter how nicely partitioned your design, without tests you will be reluctant to make changes because of the fear that you will introduce undetected bugs. But with tests that fear virtually disappears. The higher your test coverage, the less your fear. Y ou can make changes with near impunity to code that has a less than stellar architecture and a tangled and opaque design. Indeed, you can improve that architecture and design without fear! So having an automated suite of unit tests that cover the production code is the key to keeping your design and architecture as clean as possible. Tests enable all the -ilities, because tests enable change.",0.072125465,
q021,clean architecture guidelines for python backend services,sparse,3,cc_knowledge_book.pdf:p37_c2,"deadlines. In short, they don’t take the time to go fast! True professionals know that the second part of the conundrum is wrong. Y ou will not make the deadline by making the mess. Indeed, the mess will slow you down instantly, and will force you to miss the deadline. The only way to make the deadline—the only way to go fast—is to keep the code as clean as possible at all times. The Art of Clean Code? Let’ s say you believe that messy code is a signiﬁcant impediment. Let’ s say that you accept that the only way to go fast is to keep your code clean. Then you must ask yourself: “How do I write clean code?” It’ s no good trying to write clean code if you don’t know what it means for code to be clean! The bad news is that writing clean code is a lot like painting a picture. Most of us know when a picture is painted well or badly. But being able to recognize good art from bad does not mean that we know how to paint. So too being able to recognize clean code from dirty code does not mean that we know how to write clean code! 2. When hand-washing was ﬁrst recommended to physicians by Ignaz Semmelweis in 1847, it was rejected on the basis that doctors were too busy and wouldn’t have time to wash their hands between patient visits.",0.06829102,
q021,clean architecture guidelines for python backend services,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p415_c1,"LEGACY SUPPORT AND DEPRECATED COLLECTION TYPES (You may skip this box if you only use Python 3.9 or later.) For Python 3.7 and 3.8, you need a __future__ import to make the [] notation work with built-in collections such as list: Example 8-9. tokenize with type hints for Python ≥ 3.7 from __future__ import annotations def tokenize(text: str) -> list[str]: return text.upper().split() That __future__ import does not work with Python 3.6 or earlier. This is how to annotate tokenize in a way that works with Python ≥ 3.5: Example 8-10. tokenize with type hints for Python ≥ 3.5 from typing import List def tokenize(text: str) -> List[str]: return text.upper().split() To provide the initial support for generic type hints, the authors of PEP 484 created dozens of generic types in the typing module. Table 8-1 shows some of them. For the full list, visit the typing documentation.",0.06676956,
q021,clean architecture guidelines for python backend services,sparse,5,cc_knowledge_book.pdf:p189_c1,"158 Chapter 11: Systems empty plots are ﬁlled with larger buildings, some of which will eventually be replaced with skyscrapers. At ﬁrst there are no services like power, water, sewage, and the Internet (gasp!). These services are also added as the population and building densities increase. This growth is not without pain. How many times have you driven, bumper to bumper through a road “improvement” project and asked yourself, “Why didn’t they build it wide enough the ﬁrst time!?” But it couldn’t have happened any other way. Who can justify the expense of a six- lane highway through the middle of a small town that anticipates growth? Who would want such a road through their town? It is a myth that we can get systems “right the ﬁrst time.” Instead, we should imple- ment only today’ s stories, then refactor and expand the system to implement new stories tomorrow. This is the essence of iterative and incremental agility. Test-driven develop- ment, refactoring, and the clean code they produce make this work at the code level. But what about at the system level? Doesn’t the system architecture require preplan- ning? Certainly, it can’t grow incrementally from simple to complex, can it? Software systems are unique compared to physical systems. Their architectures can grow incrementally, if we maintain the proper separation of concerns. The ephemeral nature of software systems makes this possible, as we will see. Let us ﬁrst consider a counterexample of an architecture that doesn’t separate concerns adequately. The original EJB1 and EJB2 architectures did not separate concerns appropriately and thereby imposed unnecessary barriers to organic growth. Consider an Entity Bean for a persistent Bank class. An entity bean is an in-memory representation of relational data, in other words, a table row.",0.06293158,
q022,refactoring monolithic functions into command-query separation,sparse,1,cc_knowledge_book.pdf:p76_c1,"45Command Query Separation Output Arguments Arguments are most naturally interpreted as inputs to a function. If you have been pro- gramming for more than a few years, I’m sure you’ve done a double-take on an argument that was actually an output rather than an input. For example: appendFooter(s); Does this function append s as the footer to something? Or does it append some footer to s? Is s an input or an output? It doesn’t take long to look at the function signature and see: public void appendFooter(StringBuffer report) This clariﬁes the issue, but only at the expense of checking the declaration of the function. Anything that forces you to check the function signature is equivalent to a double-take. It’ s a cognitive break and should be avoided. In the days before object oriented programming it was sometimes necessary to have output arguments. However, much of the need for output arguments disappears in OO lan- guages because this is intended to act as an output argument. In other words, it would be better for appendFooter to be invoked as report.appendFooter(); In general output arguments should be avoided. If your function must change the state of something, have it change the state of its owning object. Command Query Separation Functions should either do something or answer something, but not both. Either your function should change the state of an object, or it should return some information about that object. Doing both often leads to confusion. Consider, for example, the following function: public boolean set(String attribute, String value); This function sets the value of a named attribute and returns true if it is successful and false if no such attribute exists. This leads to odd statements like this: if (set(""username"", ""unclebob""))... Imagine this from the point of view of the reader.",0.106537364,
q022,refactoring monolithic functions into command-query separation,sparse,2,cc_knowledge_book.pdf:p9_c1,viii Contents Avoid Encodings..................................................................................23 Hungarian Notation ..........................................................................23 Member Preﬁxes...............................................................................24 Interfaces and Implementations .......................................................24 Avoid Mental Mapping.......................................................................25 Class Names .........................................................................................25 Method Names.....................................................................................25 Don’t Be Cute ......................................................................................26 Pick One Word per Concept...............................................................26 Don’t Pun .............................................................................................26 Use Solution Domain Names ..............................................................27 Use Problem Domain Names..............................................................27 Add Meaningful Context....................................................................27 Don’t Add Gratuitous Context...........................................................29 Final Words..........................................................................................30 Chapter 3: Functions.........................................................................31 Small!....................................................................................................34 Blocks and Indenting........................................................................35 Do One Thing.......................................................................................35 Sections within Functions ................................................................36 One Level of Abstraction per Function.............................................36 Reading Code from Top to Bottom: The Stepdown Rule..................37 Switch Statements ...............................................................................37 Use Descriptive Names........................................................................39 Function Arguments............................................................................40 Common Monadic Forms.................................................................41 Flag Arguments ................................................................................41 Dyadic Functions..............................................................................42 Triads................................................................................................42 Argument Objects.............................................................................43 Argument Lists.................................................................................43 Verbs and Keywords.........................................................................43 Have No Side Effects...........................................................................44 Output Arguments ............................................................................45 Command Query Separation .............................................................45,0.10181589,
q022,refactoring monolithic functions into command-query separation,sparse,3,cc_knowledge_book.pdf:p77_c1,"46 Chapter 3: Functions could try to resolve this by renaming the set function to setAndCheckIfExists, but that doesn’t much help the readability of the if statement. The real solution is to separate the command from the query so that the ambiguity cannot occur. if (attributeExists(""username"")) { setAttribute(""username"", ""unclebob""); ... } Prefer Exceptions to Returning Error Codes Returning error codes from command functions is a subtle violation of command query separation. It promotes commands being used as expressions in the predicates of if state- ments. if (deletePage(page) == E_OK) This does not suffer from verb/adjective confusion but does lead to deeply nested struc- tures. When you return an error code, you create the problem that the caller must deal with the error immediately. if (deletePage(page) == E_OK) { if (registry.deleteReference(page.name) == E_OK) { if (configKeys.deleteKey(page.name.makeKey()) == E_OK){ logger.log(""page deleted""); } else { logger.log(""configKey not deleted""); } } else { logger.log(""deleteReference from registry failed""); } } else { logger.log(""delete failed""); return E_ERROR; } On the other hand, if you use exceptions instead of returned error codes, then the error processing code can be separated from the happy path code and can be simpliﬁed: try { deletePage(page); registry.deleteReference(page.name); configKeys.deleteKey(page.name.makeKey()); } catch (Exception e) { logger.log(e.getMessage()); } Extract Try/Catch Blocks Try/catch blocks are ugly in their own right. They confuse the structure of the code and mix error processing with normal processing. So it is better to extract the bodies of the try and catch blocks out into functions of their own.",0.09198369,
q022,refactoring monolithic functions into command-query separation,sparse,4,Fluent.Python.2nd.Edition.(z-lib.org).pdf:p523_c1,would do. The Command Pattern Command is another design pattern that can be simplified by the use of functions passed as arguments. Figure 10-2 shows the arrangement of classes in the Command pattern.,0.08887937,
